service,distance,experience,is_peak_hour,rain_ratio,completion_time
Sửa chữa và bảo dưỡng lò vi sóng,47,5.57619215163229,1,0.5,180
Sửa chữa và bảo dưỡng máy tính,25,1.778435387817927,0,1.0,137
Sửa chữa và bảo dưỡng điện thoại,31,23.837034933998773,1,0.5,113
Sửa chữa và bảo dưỡng máy in,7,2.543823237454288,1,1.0,101
Sửa chữa và bảo dưỡng laptop,9,11.93579719278634,1,1.0,106
Sửa chữa và bảo dưỡng tủ lạnh,20,2.5839527885975224,0,1.0,153
Sửa chữa và bảo dưỡng nồi cơm điện,7,17.576595420408466,1,1.0,60
Sửa chữa và bảo dưỡng máy tính,39,3.967738795374855,0,0.5,137
Sửa chữa và bảo dưỡng laptop,1,7.17092173206162,1,0.5,94
Sửa chữa và bảo dưỡng ô tô,9,10.568761790090194,1,0.5,234
Sửa chữa và bảo dưỡng điện thoại,20,29.583864153885933,0,1.0,97
Sửa chữa và bảo dưỡng điện dân dụng,13,6.824828459318617,1,1.0,127
Sửa chữa và bảo dưỡng xe máy,12,4.567064054900226,0,0.0,81
Sửa chữa và bảo dưỡng hệ thống nước,46,1.0163643262657525,0,0.5,219
Sửa chữa và bảo dưỡng máy lạnh,9,9.714560274902244,1,0.5,150
Sửa chữa và bảo dưỡng laptop,6,5.110607402109694,0,1.0,99
Sửa chữa và bảo dưỡng laptop,32,5.095448984468856,0,0.5,157
Sửa chữa và bảo dưỡng xe máy,31,7.137697425313926,0,0.0,127
Sửa chữa và bảo dưỡng nồi cơm điện,32,12.62309826608984,1,0.5,112
Sửa chữa và bảo dưỡng ô tô,20,7.849364852165014,1,1.0,201
Sửa chữa và bảo dưỡng laptop,26,2.70108416210131,0,1.0,163
Sửa chữa và bảo dưỡng ô tô,7,19.039480340835038,0,1.0,191
Sửa chữa và bảo dưỡng máy lạnh,13,17.36430845903419,1,1.0,160
Sửa chữa và bảo dưỡng tủ lạnh,19,1.629917779699963,0,1.0,151
Sửa chữa và bảo dưỡng laptop,30,0.543734314645315,0,1.0,151
Sửa chữa và bảo dưỡng máy tính,18,7.627799019241663,1,0.5,112
Sửa chữa và bảo dưỡng điện dân dụng,34,8.028233991046367,1,1.0,159
Sửa chữa và bảo dưỡng máy giặt,30,0.4853376914279026,0,1.0,204
Sửa chữa và bảo dưỡng quạt điện,2,11.135482654698238,1,1.0,43
Sửa chữa và bảo dưỡng điện dân dụng,9,1.8027888018111309,0,1.0,115
Sửa chữa và bảo dưỡng điện thoại,12,25.650684458915084,1,0.0,62
Sửa chữa và bảo dưỡng máy lạnh,8,20.559474486105717,1,1.0,169
Sửa chữa và bảo dưỡng xe máy,40,26.19687913469485,0,0.5,142
Sửa chữa và bảo dưỡng tủ lạnh,25,16.946710602190297,0,0.0,121
Sửa chữa và bảo dưỡng ô tô,16,4.4561193487338,1,1.0,231
Sửa chữa và bảo dưỡng điện dân dụng,19,4.259583566668807,0,0.5,125
Sửa chữa và bảo dưỡng điện thoại,5,22.43371747581017,0,0.5,55
Sửa chữa và bảo dưỡng xe máy,46,7.664780829827944,0,1.0,181
Sửa chữa và bảo dưỡng máy in,27,3.7811957033552455,0,1.0,134
Sửa chữa và bảo dưỡng quạt điện,14,7.091610718045334,1,1.0,73
Sửa chữa và bảo dưỡng máy giặt,13,0.6611685137413641,0,1.0,188
Sửa chữa và bảo dưỡng ô tô,23,2.9466632876806425,1,0.5,240
Sửa chữa và bảo dưỡng hệ thống nước,13,17.502749158947978,0,1.0,113
Sửa chữa và bảo dưỡng máy giặt,1,25.34701090532124,0,1.0,94
Sửa chữa và bảo dưỡng hệ thống nước,18,6.167915176919009,0,1.0,135
Sửa chữa và bảo dưỡng điện thoại,15,7.841705121701531,0,1.0,80
Sửa chữa và bảo dưỡng laptop,19,0.6760079492344389,0,0.0,135
Sửa chữa và bảo dưỡng điện dân dụng,37,7.767228359271166,1,0.0,167
Sửa chữa và bảo dưỡng máy tính,12,2.4272976890038462,1,0.0,94
Sửa chữa và bảo dưỡng xe máy,13,14.811624392323008,0,1.0,87
Sửa chữa và bảo dưỡng quạt điện,3,2.394457221931345,0,0.0,39
Sửa chữa và bảo dưỡng điện thoại,15,7.632327199878336,0,0.0,76
Sửa chữa và bảo dưỡng điện thoại,24,23.79980672160258,0,1.0,88
Sửa chữa và bảo dưỡng điện thoại,9,0.5906743426237163,0,1.0,94
Sửa chữa và bảo dưỡng TV,15,5.592868293128255,0,1.0,129
Sửa chữa và bảo dưỡng quạt điện,15,28.74232670629317,1,0.5,64
Sửa chữa và bảo dưỡng hệ thống nước,6,5.845799086256506,0,0.0,96
Sửa chữa và bảo dưỡng TV,16,1.041523519008867,1,0.0,130
Sửa chữa và bảo dưỡng laptop,25,27.99170024199852,1,1.0,135
Sửa chữa và bảo dưỡng TV,27,18.90377504797811,0,1.0,131
Sửa chữa và bảo dưỡng ô tô,12,5.005429920374866,0,0.0,184
Sửa chữa và bảo dưỡng nồi cơm điện,9,4.074921933754996,0,0.5,61
Sửa chữa và bảo dưỡng xe máy,27,0.1249890012898862,0,0.0,145
Sửa chữa và bảo dưỡng laptop,4,14.47858685741505,1,1.0,88
Sửa chữa và bảo dưỡng ô tô,46,2.1684357521187394,0,1.0,340
Sửa chữa và bảo dưỡng ô tô,11,3.2572300911100345,0,0.5,219
Sửa chữa và bảo dưỡng quạt điện,28,1.808861232511107,1,1.0,122
Sửa chữa và bảo dưỡng máy tính,34,3.0607026123111614,0,0.5,127
Sửa chữa và bảo dưỡng quạt điện,29,19.468554872403,0,0.5,76
Sửa chữa và bảo dưỡng tủ lạnh,14,2.033785267384256,0,1.0,140
Sửa chữa và bảo dưỡng TV,4,15.706997098505788,0,0.0,72
Sửa chữa và bảo dưỡng xe máy,4,7.498150696362128,1,0.5,97
Sửa chữa và bảo dưỡng nồi cơm điện,10,20.2018197238552,0,0.0,48
Sửa chữa và bảo dưỡng máy in,25,1.6387083793426505,1,1.0,218
Sửa chữa và bảo dưỡng hệ thống nước,12,3.1836519046820384,0,0.0,132
Sửa chữa và bảo dưỡng quạt điện,2,13.65059785429574,0,1.0,26
Sửa chữa và bảo dưỡng điện dân dụng,23,2.628564396724585,0,1.0,153
Sửa chữa và bảo dưỡng máy in,29,12.565776486753014,1,1.0,122
Sửa chữa và bảo dưỡng máy in,9,7.657757424421876,0,0.0,78
Sửa chữa và bảo dưỡng điện thoại,14,25.77130616074112,0,0.0,64
Sửa chữa và bảo dưỡng hệ thống nước,37,1.9128387578184205,0,0.5,195
Sửa chữa và bảo dưỡng máy lạnh,14,15.5851077185034,1,1.0,161
Sửa chữa và bảo dưỡng quạt điện,10,4.083077913035703,0,0.0,47
Sửa chữa và bảo dưỡng quạt điện,34,0.6303163485150646,0,0.5,128
Sửa chữa và bảo dưỡng quạt điện,36,18.18960730024388,0,0.0,87
Sửa chữa và bảo dưỡng điện dân dụng,17,9.28009513093496,0,0.5,106
Sửa chữa và bảo dưỡng điện thoại,36,0.9276839263010282,0,1.0,148
Sửa chữa và bảo dưỡng máy in,33,5.792057882321071,1,1.0,150
Sửa chữa và bảo dưỡng điện dân dụng,3,5.8590716579867,0,0.0,71
Sửa chữa và bảo dưỡng máy in,17,1.9708970909679469,1,1.0,115
Sửa chữa và bảo dưỡng TV,17,3.631916533352424,1,1.0,158
Sửa chữa và bảo dưỡng quạt điện,13,8.51413565025731,0,1.0,52
Sửa chữa và bảo dưỡng máy tính,10,1.0843485186238846,0,1.0,101
Sửa chữa và bảo dưỡng hệ thống nước,15,22.326798401607377,1,0.0,122
Sửa chữa và bảo dưỡng hệ thống nước,32,1.755379337281905,1,1.0,194
Sửa chữa và bảo dưỡng tủ lạnh,7,27.911928874045696,0,0.5,102
Sửa chữa và bảo dưỡng điện thoại,3,6.010756045359443,0,1.0,62
Sửa chữa và bảo dưỡng nồi cơm điện,19,4.666438067412151,0,0.5,84
Sửa chữa và bảo dưỡng quạt điện,10,2.2445731359392376,0,0.5,63
Sửa chữa và bảo dưỡng điện thoại,27,13.30927118250359,0,0.5,103
Sửa chữa và bảo dưỡng quạt điện,11,2.7943445284787063,1,0.5,78
Sửa chữa và bảo dưỡng hệ thống nước,4,1.0870548561284037,0,0.0,112
Sửa chữa và bảo dưỡng TV,24,20.090096699995023,1,0.5,137
Sửa chữa và bảo dưỡng tủ lạnh,4,5.1548948060761735,1,0.5,131
Sửa chữa và bảo dưỡng laptop,1,0.8434504845255048,0,0.5,108
Sửa chữa và bảo dưỡng điện thoại,13,4.037790843912443,1,0.5,78
Sửa chữa và bảo dưỡng ô tô,13,18.81369944800989,0,0.0,158
Sửa chữa và bảo dưỡng máy in,16,12.24022949352413,1,0.0,96
Sửa chữa và bảo dưỡng quạt điện,7,2.0400847538179807,0,0.0,43
Sửa chữa và bảo dưỡng máy tính,15,2.548046574663397,0,0.5,97
Sửa chữa và bảo dưỡng nồi cơm điện,17,1.6245122474482283,1,0.0,86
Sửa chữa và bảo dưỡng điện thoại,18,2.7472170606569604,0,1.0,104
Sửa chữa và bảo dưỡng laptop,18,8.20866494206961,0,1.0,115
Sửa chữa và bảo dưỡng quạt điện,14,26.89856408169919,1,0.5,54
Sửa chữa và bảo dưỡng máy lạnh,2,0.4445062803876056,0,0.5,164
Sửa chữa và bảo dưỡng laptop,3,2.348704348368296,0,1.0,114
Sửa chữa và bảo dưỡng hệ thống nước,43,1.883615342808316,1,0.0,212
Sửa chữa và bảo dưỡng quạt điện,3,0.0756354967182864,0,0.0,46
Sửa chữa và bảo dưỡng máy giặt,11,6.336880536003285,0,0.0,124
Sửa chữa và bảo dưỡng xe máy,46,11.376499350614958,0,0.5,166
Sửa chữa và bảo dưỡng lò vi sóng,6,9.954001958157924,0,1.0,73
Sửa chữa và bảo dưỡng điện thoại,24,3.238826045748817,0,0.5,110
Sửa chữa và bảo dưỡng xe máy,14,1.960039079190809,0,1.0,109
Sửa chữa và bảo dưỡng laptop,14,9.837314171874748,0,0.0,90
Sửa chữa và bảo dưỡng điện dân dụng,25,1.0025119732633845,0,0.5,142
Sửa chữa và bảo dưỡng máy lạnh,17,5.240304198591923,1,0.0,165
Sửa chữa và bảo dưỡng điện thoại,5,1.2995328360139573,0,0.5,68
Sửa chữa và bảo dưỡng máy in,25,5.437471051961065,1,1.0,126
Sửa chữa và bảo dưỡng máy lạnh,16,1.407305369230729,0,1.0,180
Sửa chữa và bảo dưỡng máy in,12,4.557710892191231,0,1.0,102
Sửa chữa và bảo dưỡng lò vi sóng,10,7.593142602156598,0,1.0,90
Sửa chữa và bảo dưỡng máy giặt,39,29.72030906283255,1,1.0,184
Sửa chữa và bảo dưỡng máy in,22,3.2842592880265298,0,0.0,117
Sửa chữa và bảo dưỡng hệ thống nước,38,0.5258118067282591,1,0.5,199
Sửa chữa và bảo dưỡng ô tô,14,29.1444080190996,1,0.5,190
Sửa chữa và bảo dưỡng máy in,16,3.5380678073735545,0,0.5,104
Sửa chữa và bảo dưỡng máy lạnh,9,26.44336308631465,0,0.0,130
Sửa chữa và bảo dưỡng máy giặt,20,2.242922746748195,1,0.5,156
Sửa chữa và bảo dưỡng lò vi sóng,19,0.3225811313527738,0,0.0,124
Sửa chữa và bảo dưỡng nồi cơm điện,18,19.010024376606346,1,1.0,81
Sửa chữa và bảo dưỡng máy giặt,9,1.50019557566075,0,0.5,152
Sửa chữa và bảo dưỡng máy in,34,9.064945717703736,0,1.0,140
Sửa chữa và bảo dưỡng máy tính,15,1.6452749445673422,1,0.0,106
Sửa chữa và bảo dưỡng lò vi sóng,7,2.6239783024001047,0,0.5,97
Sửa chữa và bảo dưỡng lò vi sóng,5,1.149347593490498,1,0.0,101
Sửa chữa và bảo dưỡng tủ lạnh,6,23.741321815180036,0,0.0,85
Sửa chữa và bảo dưỡng quạt điện,3,1.824405698769428,0,1.0,65
Sửa chữa và bảo dưỡng máy in,25,4.267912453385788,0,0.0,115
Sửa chữa và bảo dưỡng tủ lạnh,18,4.219198694279004,1,1.0,157
Sửa chữa và bảo dưỡng laptop,9,16.959009926585843,0,0.5,83
Sửa chữa và bảo dưỡng lò vi sóng,9,4.8095386339230135,0,0.0,78
Sửa chữa và bảo dưỡng hệ thống nước,12,27.60864127323693,0,1.0,127
Sửa chữa và bảo dưỡng laptop,8,9.85572118005946,1,1.0,95
Sửa chữa và bảo dưỡng ô tô,26,29.88763650421738,1,0.0,221
Sửa chữa và bảo dưỡng nồi cơm điện,28,25.81028727444862,0,0.5,94
Sửa chữa và bảo dưỡng quạt điện,31,3.5058076181340425,1,0.5,107
Sửa chữa và bảo dưỡng TV,4,6.933815543701878,0,1.0,109
Sửa chữa và bảo dưỡng máy giặt,9,28.74714332391957,1,1.0,143
Sửa chữa và bảo dưỡng điện dân dụng,21,0.3641518262917773,1,1.0,175
Sửa chữa và bảo dưỡng TV,38,16.233392347068072,0,1.0,181
Sửa chữa và bảo dưỡng TV,7,1.5010836983213225,1,0.0,93
Sửa chữa và bảo dưỡng lò vi sóng,19,2.470658181529697,1,0.0,115
Sửa chữa và bảo dưỡng xe máy,38,23.209241456387183,0,0.0,110
Sửa chữa và bảo dưỡng hệ thống nước,36,0.4705609571057165,1,0.5,209
Sửa chữa và bảo dưỡng ô tô,11,0.7915289914176283,0,0.5,243
Sửa chữa và bảo dưỡng laptop,16,1.3589385927544448,0,0.5,126
Sửa chữa và bảo dưỡng máy giặt,16,5.216317187136259,0,1.0,154
Sửa chữa và bảo dưỡng máy in,10,11.417980042355971,0,0.5,76
Sửa chữa và bảo dưỡng xe máy,21,10.511497129217618,0,1.0,115
Sửa chữa và bảo dưỡng quạt điện,12,18.558773608983937,1,1.0,59
Sửa chữa và bảo dưỡng tủ lạnh,17,14.601519114514192,0,0.5,126
Sửa chữa và bảo dưỡng xe máy,10,4.089122143360815,0,0.5,90
Sửa chữa và bảo dưỡng tủ lạnh,14,4.093398997491799,0,1.0,137
Sửa chữa và bảo dưỡng máy lạnh,10,7.9948345370856275,1,1.0,162
Sửa chữa và bảo dưỡng TV,8,2.47397311110092,1,0.0,135
Sửa chữa và bảo dưỡng máy tính,3,1.2947747907494271,0,1.0,88
Sửa chữa và bảo dưỡng ô tô,3,29.420631321252397,0,0.5,164
Sửa chữa và bảo dưỡng điện thoại,17,2.2443588208056964,1,0.0,93
Sửa chữa và bảo dưỡng máy lạnh,8,24.94875922197231,1,0.5,142
Sửa chữa và bảo dưỡng hệ thống nước,40,6.054947142136172,0,0.0,188
Sửa chữa và bảo dưỡng TV,27,1.641549246203822,1,1.0,180
Sửa chữa và bảo dưỡng quạt điện,12,6.616211970239546,1,0.5,73
Sửa chữa và bảo dưỡng điện thoại,15,6.832677472911234,1,0.0,87
Sửa chữa và bảo dưỡng máy lạnh,16,4.32114458238817,1,1.0,194
Sửa chữa và bảo dưỡng máy lạnh,22,1.927662034546472,1,0.5,196
Sửa chữa và bảo dưỡng quạt điện,38,27.188145378841757,1,1.0,110
Sửa chữa và bảo dưỡng tủ lạnh,13,0.938572068935829,0,0.0,149
Sửa chữa và bảo dưỡng lò vi sóng,16,1.0610177231849007,1,0.5,138
Sửa chữa và bảo dưỡng tủ lạnh,29,2.329055421803045,1,0.0,187
Sửa chữa và bảo dưỡng laptop,41,2.4835214879832104,1,0.5,188
Sửa chữa và bảo dưỡng hệ thống nước,44,1.9639608697209967,1,0.5,228
Sửa chữa và bảo dưỡng máy tính,8,25.50312693450944,0,0.5,65
Sửa chữa và bảo dưỡng lò vi sóng,3,21.69276083173596,0,0.5,60
Sửa chữa và bảo dưỡng tủ lạnh,27,4.822185006490899,0,0.5,158
Sửa chữa và bảo dưỡng điện dân dụng,31,5.189488183647086,0,1.0,161
Sửa chữa và bảo dưỡng ô tô,22,1.949597887227,0,0.0,240
Sửa chữa và bảo dưỡng điện thoại,13,7.002319631036184,0,1.0,83
Sửa chữa và bảo dưỡng điện dân dụng,19,3.2549477014864507,0,0.0,125
Sửa chữa và bảo dưỡng điện dân dụng,6,4.522825077025427,0,1.0,112
Sửa chữa và bảo dưỡng lò vi sóng,4,3.845449714098359,1,1.0,111
Sửa chữa và bảo dưỡng điện thoại,8,2.9078107572855685,0,0.5,71
Sửa chữa và bảo dưỡng lò vi sóng,5,0.2863537505556828,0,1.0,99
Sửa chữa và bảo dưỡng xe máy,12,7.707163405373625,1,0.0,105
Sửa chữa và bảo dưỡng quạt điện,4,26.403565317011097,0,0.0,24
Sửa chữa và bảo dưỡng máy lạnh,2,2.733700357777024,0,0.0,141
Sửa chữa và bảo dưỡng máy in,3,3.289276854389384,0,1.0,95
Sửa chữa và bảo dưỡng laptop,15,7.777832875848837,1,0.0,124
Sửa chữa và bảo dưỡng TV,28,2.1903403137051,0,0.5,156
Sửa chữa và bảo dưỡng tủ lạnh,28,6.494787035023931,0,0.5,162
Sửa chữa và bảo dưỡng điện thoại,6,6.688361258699375,0,1.0,67
Sửa chữa và bảo dưỡng lò vi sóng,28,0.1038761315352312,0,0.5,153
Sửa chữa và bảo dưỡng máy lạnh,30,10.763739383215068,1,0.5,199
Sửa chữa và bảo dưỡng máy in,10,16.34926861169692,0,0.5,69
Sửa chữa và bảo dưỡng lò vi sóng,10,2.2858878023870592,0,0.5,95
Sửa chữa và bảo dưỡng TV,22,1.2503609747038682,1,0.0,150
Sửa chữa và bảo dưỡng máy giặt,32,24.654454753856605,0,0.0,139
Sửa chữa và bảo dưỡng máy lạnh,14,7.452797359609732,1,0.5,180
Sửa chữa và bảo dưỡng quạt điện,30,10.985821784957905,0,1.0,92
Sửa chữa và bảo dưỡng máy lạnh,24,3.465924859228976,1,0.5,206
Sửa chữa và bảo dưỡng máy tính,18,7.968442906848297,1,1.0,124
Sửa chữa và bảo dưỡng ô tô,37,1.1360300743989613,0,0.0,240
Sửa chữa và bảo dưỡng lò vi sóng,16,6.928444160038948,1,0.0,100
Sửa chữa và bảo dưỡng TV,15,27.535801662847987,1,0.0,102
Sửa chữa và bảo dưỡng máy in,41,13.172823873983042,0,1.0,151
Sửa chữa và bảo dưỡng laptop,2,2.05512152706722,0,1.0,104
Sửa chữa và bảo dưỡng quạt điện,21,12.23763493573354,1,0.5,66
Sửa chữa và bảo dưỡng nồi cơm điện,18,21.498324339690136,1,0.5,79
Sửa chữa và bảo dưỡng máy giặt,20,1.6950820270704152,0,0.0,157
Sửa chữa và bảo dưỡng điện thoại,38,4.658550612028614,1,0.5,135
Sửa chữa và bảo dưỡng tủ lạnh,25,7.627247232970207,1,0.5,158
Sửa chữa và bảo dưỡng điện dân dụng,1,2.958530661668539,0,0.0,99
Sửa chữa và bảo dưỡng hệ thống nước,27,4.666344881433474,1,0.5,188
Sửa chữa và bảo dưỡng ô tô,1,5.917930060838245,1,0.5,180
Sửa chữa và bảo dưỡng quạt điện,1,7.92029842266448,1,0.5,45
Sửa chữa và bảo dưỡng quạt điện,8,0.5898385651050384,1,1.0,94
Sửa chữa và bảo dưỡng máy lạnh,25,6.028051327865095,0,0.0,180
Sửa chữa và bảo dưỡng lò vi sóng,17,7.3419705643538755,0,0.5,101
Sửa chữa và bảo dưỡng hệ thống nước,33,4.681378810374248,0,0.5,178
Sửa chữa và bảo dưỡng nồi cơm điện,24,11.847418195368274,1,0.0,74
Sửa chữa và bảo dưỡng máy lạnh,39,6.339390263749373,0,1.0,243
Sửa chữa và bảo dưỡng nồi cơm điện,24,12.752266936290022,0,1.0,90
Sửa chữa và bảo dưỡng hệ thống nước,36,7.94612606323992,0,0.5,174
Sửa chữa và bảo dưỡng máy giặt,22,2.519702797535262,1,1.0,186
Sửa chữa và bảo dưỡng xe máy,7,7.276245890848368,0,0.0,75
Sửa chữa và bảo dưỡng ô tô,21,2.0772926722688703,0,0.0,225
Sửa chữa và bảo dưỡng hệ thống nước,13,20.94260253307295,0,1.0,138
Sửa chữa và bảo dưỡng laptop,11,3.700198002240065,1,1.0,219
Sửa chữa và bảo dưỡng máy giặt,25,6.540457702427251,0,0.0,171
Sửa chữa và bảo dưỡng máy in,3,6.964666818154441,0,0.0,67
Sửa chữa và bảo dưỡng lò vi sóng,11,13.8095799039618,1,0.0,80
Sửa chữa và bảo dưỡng lò vi sóng,3,1.5461234098786438,0,1.0,96
Sửa chữa và bảo dưỡng tủ lạnh,9,4.76934390863104,0,0.0,129
Sửa chữa và bảo dưỡng hệ thống nước,29,1.2320577487272266,0,0.5,184
Sửa chữa và bảo dưỡng máy lạnh,7,2.455973851872912,0,1.0,177
Sửa chữa và bảo dưỡng quạt điện,22,2.5209888379899543,1,0.5,102
Sửa chữa và bảo dưỡng điện dân dụng,29,1.3188457520041617,0,0.0,142
Sửa chữa và bảo dưỡng máy giặt,4,2.2837582577796995,0,0.5,141
Sửa chữa và bảo dưỡng điện thoại,22,13.258604817991388,0,0.0,65
Sửa chữa và bảo dưỡng điện thoại,35,2.012116194166718,0,0.0,131
Sửa chữa và bảo dưỡng máy lạnh,1,6.052568611881174,1,0.5,153
Sửa chữa và bảo dưỡng tủ lạnh,40,5.414704673653048,1,0.5,210
Sửa chữa và bảo dưỡng TV,2,12.350907758856865,1,1.0,107
Sửa chữa và bảo dưỡng quạt điện,20,6.355756261954381,0,0.5,66
Sửa chữa và bảo dưỡng máy in,2,2.9766390712085,1,0.5,93
Sửa chữa và bảo dưỡng máy lạnh,29,0.5487888882991327,0,0.5,219
Sửa chữa và bảo dưỡng hệ thống nước,24,24.233496013158284,1,0.0,145
Sửa chữa và bảo dưỡng tủ lạnh,28,9.863828237207562,0,0.5,153
Sửa chữa và bảo dưỡng laptop,2,10.668504718015033,0,0.5,71
Sửa chữa và bảo dưỡng ô tô,8,26.999868704598533,0,0.5,169
Sửa chữa và bảo dưỡng quạt điện,27,1.9685120918592824,0,0.0,91
Sửa chữa và bảo dưỡng máy tính,29,0.1177586365591372,0,0.0,137
Sửa chữa và bảo dưỡng TV,7,5.589188697013325,1,0.0,96
Sửa chữa và bảo dưỡng điện dân dụng,8,2.3837554230618774,0,1.0,112
Sửa chữa và bảo dưỡng ô tô,35,29.627793930661284,1,0.0,244
Sửa chữa và bảo dưỡng điện dân dụng,4,3.060106838152045,1,1.0,101
Sửa chữa và bảo dưỡng máy giặt,30,13.052246466838412,0,0.0,135
Sửa chữa và bảo dưỡng máy lạnh,24,8.70955387271123,1,0.0,173
Sửa chữa và bảo dưỡng TV,25,29.38608806016158,0,1.0,135
Sửa chữa và bảo dưỡng nồi cơm điện,2,5.203584006972639,1,1.0,64
Sửa chữa và bảo dưỡng điện thoại,32,21.066982350628336,0,0.5,108
Sửa chữa và bảo dưỡng tủ lạnh,24,3.9108227709027856,0,0.5,158
Sửa chữa và bảo dưỡng máy giặt,41,4.385375878083552,0,0.5,207
Sửa chữa và bảo dưỡng xe máy,16,24.6936186689287,1,1.0,117
Sửa chữa và bảo dưỡng máy lạnh,31,24.604995842749744,1,1.0,200
Sửa chữa và bảo dưỡng máy in,22,7.731234320868485,0,0.0,115
Sửa chữa và bảo dưỡng điện dân dụng,5,0.3176328529452362,0,0.0,107
Sửa chữa và bảo dưỡng máy lạnh,22,25.33057334178084,1,1.0,184
Sửa chữa và bảo dưỡng quạt điện,17,12.719485035229845,0,0.5,47
Sửa chữa và bảo dưỡng điện dân dụng,27,6.413784111508056,0,1.0,147
Sửa chữa và bảo dưỡng nồi cơm điện,7,3.402253419267256,0,1.0,64
Sửa chữa và bảo dưỡng ô tô,39,13.377621009502931,0,1.0,251
Sửa chữa và bảo dưỡng điện thoại,43,0.9394470724194398,1,0.5,182
Sửa chữa và bảo dưỡng hệ thống nước,13,14.60553122793236,0,1.0,128
Sửa chữa và bảo dưỡng hệ thống nước,19,1.096039596432682,1,1.0,171
Sửa chữa và bảo dưỡng hệ thống nước,6,2.843231983385918,0,1.0,142
Sửa chữa và bảo dưỡng laptop,4,3.891265274942812,1,0.5,102
Sửa chữa và bảo dưỡng điện dân dụng,40,2.8316936707640874,0,0.5,182
Sửa chữa và bảo dưỡng điện thoại,6,0.98914855789037,1,0.0,90
Sửa chữa và bảo dưỡng tủ lạnh,10,1.130777891775324,0,0.0,136
Sửa chữa và bảo dưỡng máy giặt,23,2.4858704841543715,0,1.0,184
Sửa chữa và bảo dưỡng ô tô,5,10.598642928907866,0,0.0,170
Sửa chữa và bảo dưỡng xe máy,10,20.339892548201306,0,1.0,96
Sửa chữa và bảo dưỡng laptop,28,4.812685845009829,1,0.5,150
Sửa chữa và bảo dưỡng laptop,9,25.684214495317484,0,0.0,68
Sửa chữa và bảo dưỡng máy tính,5,13.126882911617727,0,1.0,65
Sửa chữa và bảo dưỡng laptop,11,26.71533512916356,0,0.5,85
Sửa chữa và bảo dưỡng điện dân dụng,19,1.5807879320124665,1,0.5,149
Sửa chữa và bảo dưỡng TV,4,5.971900421813976,1,0.0,99
Sửa chữa và bảo dưỡng hệ thống nước,4,0.3105855888904923,0,0.5,137
Sửa chữa và bảo dưỡng điện dân dụng,10,6.218971831644137,1,0.5,116
Sửa chữa và bảo dưỡng máy giặt,23,2.046462419799494,1,0.5,179
Sửa chữa và bảo dưỡng hệ thống nước,7,0.8482933056512382,0,1.0,154
Sửa chữa và bảo dưỡng TV,3,1.5947457127100506,0,0.0,99
Sửa chữa và bảo dưỡng điện thoại,19,22.34673870564129,0,0.5,75
Sửa chữa và bảo dưỡng điện thoại,19,12.304589496094556,1,0.5,81
Sửa chữa và bảo dưỡng máy tính,25,0.6539804432531093,1,0.0,141
Sửa chữa và bảo dưỡng TV,26,19.577890249370427,0,0.0,125
Sửa chữa và bảo dưỡng lò vi sóng,29,0.146258631858307,0,1.0,168
Sửa chữa và bảo dưỡng tủ lạnh,25,3.0050350069356435,0,1.0,155
Sửa chữa và bảo dưỡng máy tính,14,6.427434942964366,0,0.0,91
Sửa chữa và bảo dưỡng nồi cơm điện,1,7.3509184298620065,1,0.5,57
Sửa chữa và bảo dưỡng máy tính,29,4.567819434917491,1,0.0,129
Sửa chữa và bảo dưỡng tủ lạnh,15,0.0723350247869973,0,0.0,137
Sửa chữa và bảo dưỡng điện thoại,2,29.970860946314925,1,1.0,71
Sửa chữa và bảo dưỡng máy tính,15,0.7475600600823857,0,1.0,120
Sửa chữa và bảo dưỡng nồi cơm điện,6,24.68163156556227,0,0.5,44
Sửa chữa và bảo dưỡng nồi cơm điện,23,8.852416377172066,0,0.5,75
Sửa chữa và bảo dưỡng lò vi sóng,38,22.70086393346913,1,1.0,157
Sửa chữa và bảo dưỡng hệ thống nước,40,28.046989474083745,1,1.0,190
Sửa chữa và bảo dưỡng lò vi sóng,17,5.614104970103426,0,0.0,102
Sửa chữa và bảo dưỡng máy tính,15,26.828487565209556,0,1.0,87
Sửa chữa và bảo dưỡng quạt điện,22,11.86109246916343,0,0.5,64
Sửa chữa và bảo dưỡng nồi cơm điện,8,27.24952159562386,0,0.5,50
Sửa chữa và bảo dưỡng nồi cơm điện,9,2.838269552382275,0,0.0,59
Sửa chữa và bảo dưỡng tủ lạnh,1,19.75537544773666,0,0.0,93
Sửa chữa và bảo dưỡng điện thoại,40,23.96819420539908,0,1.0,129
Sửa chữa và bảo dưỡng điện dân dụng,49,5.265183786819269,0,0.0,163
Sửa chữa và bảo dưỡng máy lạnh,4,20.804457266843272,0,1.0,144
Sửa chữa và bảo dưỡng điện dân dụng,7,0.3538785340426617,1,0.0,113
Sửa chữa và bảo dưỡng tủ lạnh,42,2.137695233635126,0,0.0,198
Sửa chữa và bảo dưỡng máy giặt,36,3.2186884971896186,0,0.5,180
Sửa chữa và bảo dưỡng laptop,2,18.037644767607564,1,0.5,77
Sửa chữa và bảo dưỡng lò vi sóng,10,19.572479874394237,0,0.0,191
Sửa chữa và bảo dưỡng điện dân dụng,5,6.883017309888879,0,0.5,87
Sửa chữa và bảo dưỡng máy giặt,22,0.4354469786053938,1,0.5,193
